Brand,Grade,Pack_L,Oil_Type,Tier,Mkt_Min_PKR_L,Mkt_Med_PKR_L,Mkt_Max_PKR_L,Mkt_Listing_Count,F1_VBT_Price_L,F1_VBT_Rationale,F2_CRP_Price_L,F2_CRP_Rationale,F3_PPA_Price_L,F3_PPA_Rationale,F4_Waterfall_Floor_L,F4_Waterfall_Rationale,F5_Spec_Price_L,F5_Spec_Rationale,F6_South_Price_L,F6_Central_Price_L,F6_North_Price_L,F6_Geo_Rationale,F7_BOI_Floor_L,F7_BOI_Rationale,Recommended_Price_L,Recommended_Price_PKR,Confidence,Synthesis_Rationale,F8_Retail_Pump_L,F8_Workshop_L,F8_Distributor_L,F8_Fleet_Contract_L,F8_Channel_Rationale,Rec_vs_Market_Med_Pct,Market_Signal
PSO Carient Plus,10W-40,3.0,PCMO,Mainstream,909.0,1542.0,2333.0,50,,No Shell mainstream data found for 10W-40 3.0L on Daraz.,1496.0,"Market 3.0L: min Rs 909/L, median Rs 1,542/L, max Rs 2,333/L (50 listings). CRP target: 3% below median = Rs 1,496/L. Positions PSO as best-value-in-class, not cheapest.",1148.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 3.0L pack = 1.12x (12% premium vs 4L). Recommended: Rs 1,148/L. Ensures per-litre price ladder is legible to buyers.",1062.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 140/L + packaging Rs 35/L = Rs 595/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 850/L. After fleet discount (-20%), minimum list price: Rs 1,062/L. Any price below this destroys margin at the fleet channel.",982.0,"Economy baseline (10W-40) = Rs 909/L. PSO Carient Plus spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 982/L. Premium only realised if spec is communicated at point of sale.",1496.0,1526.0,1451.0,"National list price (F2 CRP) = Rs 1,496/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",1708.0,"Grade 10W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 140/L. Total manufacturing cost: Rs 610/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,708/L. Pricing below this implies margin destruction or subsidised base oil.",1261.0,3783.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,496 | F3_PPA=Rs 1,148 | F5_SPEC=Rs 982 | F4_PW=Rs 1,062). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,261/L. Above F4 floor Rs 1,062/L — margin is protected.",1261.0,1110.0,1072.0,1009.0,"List price Rs 1,261/L. Workshop (-12%): Rs 1,110/L. Distributor (-15%): Rs 1,072/L. Fleet contract (-20%): Rs 1,009/L. Fleet price should never cross the F4 waterfall floor.",-18.2,VALUE POSITION
PSO Carient Plus,15W-40,3.0,PCMO,Mainstream,1088.0,1750.0,2262.0,14,,No Shell mainstream data found for 15W-40 3.0L on Daraz.,1698.0,"Market (widened to all packs): min Rs 1,088/L, median Rs 1,750/L, max Rs 2,262/L (14 listings). CRP target: 3% below median = Rs 1,698/L. Positions PSO as best-value-in-class, not cheapest.",1960.0,"4L market anchor = Rs 1,750/L. PPA multiplier for 3.0L pack = 1.12x (12% premium vs 4L). Recommended: Rs 1,960/L. Ensures per-litre price ladder is legible to buyers.",1026.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 120/L + packaging Rs 35/L = Rs 575/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 821/L. After fleet discount (-20%), minimum list price: Rs 1,026/L. Any price below this destroys margin at the fleet channel.",1175.0,"Economy baseline (15W-40) = Rs 1,088/L. PSO Carient Plus spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 1,175/L. Premium only realised if spec is communicated at point of sale.",1698.0,1732.0,1647.0,"National list price (F2 CRP) = Rs 1,698/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",1652.0,"Grade 15W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 120/L. Total manufacturing cost: Rs 590/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,652/L. Pricing below this implies margin destruction or subsidised base oil.",1602.0,4806.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,698 | F3_PPA=Rs 1,960 | F5_SPEC=Rs 1,175 | F4_PW=Rs 1,026). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,602/L. Above F4 floor Rs 1,026/L — margin is protected.",1602.0,1410.0,1362.0,1282.0,"List price Rs 1,602/L. Workshop (-12%): Rs 1,410/L. Distributor (-15%): Rs 1,362/L. Fleet contract (-20%): Rs 1,282/L. Fleet price should never cross the F4 waterfall floor.",-8.5,AT MARKET
PSO Carient Plus,20W-50,3.0,PCMO,Mainstream,927.0,1183.0,1900.0,33,,No Shell mainstream data found for 20W-50 3.0L on Daraz.,1148.0,"Market 3.0L: min Rs 927/L, median Rs 1,183/L, max Rs 1,900/L (33 listings). CRP target: 3% below median = Rs 1,148/L. Positions PSO as best-value-in-class, not cheapest.",1148.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 3.0L pack = 1.12x (12% premium vs 4L). Recommended: Rs 1,148/L. Ensures per-litre price ladder is legible to buyers.",724.0,"Cost build-up: base oil (Group I) Rs 280/L + additive Rs 90/L + packaging Rs 35/L = Rs 405/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 579/L. After fleet discount (-20%), minimum list price: Rs 724/L. Any price below this destroys margin at the fleet channel.",860.0,"Economy baseline (20W-50) = Rs 796/L. PSO Carient Plus spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 860/L. Premium only realised if spec is communicated at point of sale.",1148.0,1171.0,1114.0,"National list price (F2 CRP) = Rs 1,148/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",1176.0,"Grade 20W-50 requires Group I base oil. Import cost floor: Rs 280/L. Additive package: Rs 90/L. Total manufacturing cost: Rs 420/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,176/L. Pricing below this implies margin destruction or subsidised base oil.",1046.0,3138.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,148 | F3_PPA=Rs 1,148 | F5_SPEC=Rs 860 | F4_PW=Rs 724). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,046/L. Above F4 floor Rs 724/L — margin is protected.",1046.0,920.0,889.0,837.0,"List price Rs 1,046/L. Workshop (-12%): Rs 920/L. Distributor (-15%): Rs 889/L. Fleet contract (-20%): Rs 837/L. Fleet price should never cross the F4 waterfall floor.",-11.6,VALUE POSITION
PSO Carient Plus,10W-40,4.0,PCMO,Mainstream,922.0,1025.0,2150.0,76,,No Shell mainstream data found for 10W-40 4.0L on Daraz.,994.0,"Market 4.0L: min Rs 922/L, median Rs 1,025/L, max Rs 2,150/L (76 listings). CRP target: 3% below median = Rs 994/L. Positions PSO as best-value-in-class, not cheapest.",1025.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,025/L. Ensures per-litre price ladder is legible to buyers.",1062.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 140/L + packaging Rs 35/L = Rs 595/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 850/L. After fleet discount (-20%), minimum list price: Rs 1,062/L. Any price below this destroys margin at the fleet channel.",982.0,"Economy baseline (10W-40) = Rs 909/L. PSO Carient Plus spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 982/L. Premium only realised if spec is communicated at point of sale.",994.0,1014.0,964.0,"National list price (F2 CRP) = Rs 994/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",1708.0,"Grade 10W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 140/L. Total manufacturing cost: Rs 610/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,708/L. Pricing below this implies margin destruction or subsidised base oil.",1062.0,4248.0,HIGH,"Weighted synthesis (F2_CRP=Rs 994 | F3_PPA=Rs 1,025 | F5_SPEC=Rs 982 | F4_PW=Rs 1,062). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,011/L. Adjusted UP to F4 floor Rs 1,062/L (margin protection).",1062.0,935.0,903.0,850.0,"List price Rs 1,062/L. Workshop (-12%): Rs 935/L. Distributor (-15%): Rs 903/L. Fleet contract (-20%): Rs 850/L. Fleet price should never cross the F4 waterfall floor.",3.6,AT MARKET
PSO Carient Plus,15W-40,4.0,PCMO,Mainstream,1088.0,1750.0,2262.0,14,,No Shell mainstream data found for 15W-40 4.0L on Daraz.,1698.0,"Market 4.0L: min Rs 1,088/L, median Rs 1,750/L, max Rs 2,262/L (14 listings). CRP target: 3% below median = Rs 1,698/L. Positions PSO as best-value-in-class, not cheapest.",1750.0,"4L market anchor = Rs 1,750/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,750/L. Ensures per-litre price ladder is legible to buyers.",1026.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 120/L + packaging Rs 35/L = Rs 575/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 821/L. After fleet discount (-20%), minimum list price: Rs 1,026/L. Any price below this destroys margin at the fleet channel.",1175.0,"Economy baseline (15W-40) = Rs 1,088/L. PSO Carient Plus spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 1,175/L. Premium only realised if spec is communicated at point of sale.",1698.0,1732.0,1647.0,"National list price (F2 CRP) = Rs 1,698/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",1652.0,"Grade 15W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 120/L. Total manufacturing cost: Rs 590/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,652/L. Pricing below this implies margin destruction or subsidised base oil.",1542.0,6168.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,698 | F3_PPA=Rs 1,750 | F5_SPEC=Rs 1,175 | F4_PW=Rs 1,026). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,542/L. Above F4 floor Rs 1,026/L — margin is protected.",1542.0,1357.0,1311.0,1234.0,"List price Rs 1,542/L. Workshop (-12%): Rs 1,357/L. Distributor (-15%): Rs 1,311/L. Fleet contract (-20%): Rs 1,234/L. Fleet price should never cross the F4 waterfall floor.",-11.9,VALUE POSITION
PSO Carient Plus,20W-50,4.0,PCMO,Mainstream,796.0,1025.0,2375.0,79,,No Shell mainstream data found for 20W-50 4.0L on Daraz.,994.0,"Market 4.0L: min Rs 796/L, median Rs 1,025/L, max Rs 2,375/L (79 listings). CRP target: 3% below median = Rs 994/L. Positions PSO as best-value-in-class, not cheapest.",1025.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,025/L. Ensures per-litre price ladder is legible to buyers.",724.0,"Cost build-up: base oil (Group I) Rs 280/L + additive Rs 90/L + packaging Rs 35/L = Rs 405/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 579/L. After fleet discount (-20%), minimum list price: Rs 724/L. Any price below this destroys margin at the fleet channel.",860.0,"Economy baseline (20W-50) = Rs 796/L. PSO Carient Plus spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 860/L. Premium only realised if spec is communicated at point of sale.",994.0,1014.0,964.0,"National list price (F2 CRP) = Rs 994/L. Central: +2% vs national (source: regional baseline) | North: -3% vs national (source: PCMO North soft YoY growth). Suggest applying as quarterly promotional price, not permanent list change.",1176.0,"Grade 20W-50 requires Group I base oil. Import cost floor: Rs 280/L. Additive package: Rs 90/L. Total manufacturing cost: Rs 420/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,176/L. Pricing below this implies margin destruction or subsidised base oil.",945.0,3780.0,HIGH,"Weighted synthesis (F2_CRP=Rs 994 | F3_PPA=Rs 1,025 | F5_SPEC=Rs 860 | F4_PW=Rs 724). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 945/L. Above F4 floor Rs 724/L — margin is protected.",945.0,832.0,803.0,756.0,List price Rs 945/L. Workshop (-12%): Rs 832/L. Distributor (-15%): Rs 803/L. Fleet contract (-20%): Rs 756/L. Fleet price should never cross the F4 waterfall floor.,-7.8,AT MARKET
PSO Blaze 4T,10W-40,1.0,MCO,Mainstream,1660.0,2300.0,2300.0,15,,No Shell mainstream data found for 10W-40 1.0L on Daraz.,2231.0,"Market 1.0L: min Rs 1,660/L, median Rs 2,300/L, max Rs 2,300/L (15 listings). CRP target: 3% below median = Rs 2,231/L. Positions PSO as best-value-in-class, not cheapest.",1435.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 1.0L pack = 1.40x (40% premium vs 4L). Recommended: Rs 1,435/L. Ensures per-litre price ladder is legible to buyers.",1108.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 140/L + packaging Rs 60/L = Rs 620/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 886/L. After fleet discount (-20%), minimum list price: Rs 1,108/L. Any price below this destroys margin at the fleet channel.",982.0,"Economy baseline (10W-40) = Rs 909/L. PSO Blaze 4T spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 982/L. Premium only realised if spec is communicated at point of sale.",2231.0,2231.0,2053.0,"National list price (F2 CRP) = Rs 2,231/L. North: -8% vs national (source: MCO North volume -27.3% YoY (PSO Lubes Data Final)). Suggest applying as quarterly promotional price, not permanent list change.",1708.0,"Grade 10W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 140/L. Total manufacturing cost: Rs 610/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,708/L. Pricing below this implies margin destruction or subsidised base oil.",1665.0,1665.0,HIGH,"Weighted synthesis (F2_CRP=Rs 2,231 | F3_PPA=Rs 1,435 | F5_SPEC=Rs 982 | F4_PW=Rs 1,108). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,665/L. Above F4 floor Rs 1,108/L — margin is protected.",1665.0,1465.0,1415.0,1332.0,"List price Rs 1,665/L. Workshop (-12%): Rs 1,465/L. Distributor (-15%): Rs 1,415/L. Fleet contract (-20%): Rs 1,332/L. Fleet price should never cross the F4 waterfall floor.",-27.6,VALUE POSITION
PSO Blaze 4T,20W-50,1.0,MCO,Mainstream,1390.0,1550.0,2400.0,14,,No Shell mainstream data found for 20W-50 1.0L on Daraz.,1504.0,"Market 1.0L: min Rs 1,390/L, median Rs 1,550/L, max Rs 2,400/L (14 listings). CRP target: 3% below median = Rs 1,504/L. Positions PSO as best-value-in-class, not cheapest.",1435.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 1.0L pack = 1.40x (40% premium vs 4L). Recommended: Rs 1,435/L. Ensures per-litre price ladder is legible to buyers.",768.0,"Cost build-up: base oil (Group I) Rs 280/L + additive Rs 90/L + packaging Rs 60/L = Rs 430/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 614/L. After fleet discount (-20%), minimum list price: Rs 768/L. Any price below this destroys margin at the fleet channel.",860.0,"Economy baseline (20W-50) = Rs 796/L. PSO Blaze 4T spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 860/L. Premium only realised if spec is communicated at point of sale.",1504.0,1504.0,1384.0,"National list price (F2 CRP) = Rs 1,504/L. North: -8% vs national (source: MCO North volume -27.3% YoY (PSO Lubes Data Final)). Suggest applying as quarterly promotional price, not permanent list change.",1176.0,"Grade 20W-50 requires Group I base oil. Import cost floor: Rs 280/L. Additive package: Rs 90/L. Total manufacturing cost: Rs 420/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,176/L. Pricing below this implies margin destruction or subsidised base oil.",1287.0,1287.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,504 | F3_PPA=Rs 1,435 | F5_SPEC=Rs 860 | F4_PW=Rs 768). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,287/L. Above F4 floor Rs 768/L — margin is protected.",1287.0,1133.0,1094.0,1030.0,"List price Rs 1,287/L. Workshop (-12%): Rs 1,133/L. Distributor (-15%): Rs 1,094/L. Fleet contract (-20%): Rs 1,030/L. Fleet price should never cross the F4 waterfall floor.",-17.0,VALUE POSITION
PSO Blaze 4T,10W-40,0.7,MCO,Mainstream,909.0,1125.0,2333.0,141,,No Shell mainstream data found for 10W-40 0.7L on Daraz.,1091.0,"Market (widened to all packs): min Rs 909/L, median Rs 1,125/L, max Rs 2,333/L (141 listings). CRP target: 3% below median = Rs 1,091/L. Positions PSO as best-value-in-class, not cheapest.",1025.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 0.7L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,025/L. Ensures per-litre price ladder is legible to buyers.",1108.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 140/L + packaging Rs 60/L = Rs 620/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 886/L. After fleet discount (-20%), minimum list price: Rs 1,108/L. Any price below this destroys margin at the fleet channel.",982.0,"Economy baseline (10W-40) = Rs 909/L. PSO Blaze 4T spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 982/L. Premium only realised if spec is communicated at point of sale.",1091.0,1091.0,1004.0,"National list price (F2 CRP) = Rs 1,091/L. North: -8% vs national (source: MCO North volume -27.3% YoY (PSO Lubes Data Final)). Suggest applying as quarterly promotional price, not permanent list change.",1708.0,"Grade 10W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 140/L. Total manufacturing cost: Rs 610/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,708/L. Pricing below this implies margin destruction or subsidised base oil.",1108.0,776.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,091 | F3_PPA=Rs 1,025 | F5_SPEC=Rs 982 | F4_PW=Rs 1,108). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,059/L. Adjusted UP to F4 floor Rs 1,108/L (margin protection).",1108.0,975.0,942.0,886.0,"List price Rs 1,108/L. Workshop (-12%): Rs 975/L. Distributor (-15%): Rs 942/L. Fleet contract (-20%): Rs 886/L. Fleet price should never cross the F4 waterfall floor.",-1.5,AT MARKET
PSO Blaze 4T,20W-50,0.7,MCO,Mainstream,796.0,1133.0,2400.0,141,,No Shell mainstream data found for 20W-50 0.7L on Daraz.,1099.0,"Market (widened to all packs): min Rs 796/L, median Rs 1,133/L, max Rs 2,400/L (141 listings). CRP target: 3% below median = Rs 1,099/L. Positions PSO as best-value-in-class, not cheapest.",1025.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 0.7L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,025/L. Ensures per-litre price ladder is legible to buyers.",768.0,"Cost build-up: base oil (Group I) Rs 280/L + additive Rs 90/L + packaging Rs 60/L = Rs 430/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 614/L. After fleet discount (-20%), minimum list price: Rs 768/L. Any price below this destroys margin at the fleet channel.",860.0,"Economy baseline (20W-50) = Rs 796/L. PSO Blaze 4T spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 860/L. Premium only realised if spec is communicated at point of sale.",1099.0,1099.0,1011.0,"National list price (F2 CRP) = Rs 1,099/L. North: -8% vs national (source: MCO North volume -27.3% YoY (PSO Lubes Data Final)). Suggest applying as quarterly promotional price, not permanent list change.",1176.0,"Grade 20W-50 requires Group I base oil. Import cost floor: Rs 280/L. Additive package: Rs 90/L. Total manufacturing cost: Rs 420/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,176/L. Pricing below this implies margin destruction or subsidised base oil.",996.0,697.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,099 | F3_PPA=Rs 1,025 | F5_SPEC=Rs 860 | F4_PW=Rs 768). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 996/L. Above F4 floor Rs 768/L — margin is protected.",996.0,876.0,847.0,797.0,List price Rs 996/L. Workshop (-12%): Rs 876/L. Distributor (-15%): Rs 847/L. Fleet contract (-20%): Rs 797/L. Fleet price should never cross the F4 waterfall floor.,-12.1,VALUE POSITION
PSO Blaze Xtreme,10W-40,1.0,MCO,Premium,1660.0,2300.0,2300.0,15,,No Shell premium data found for 10W-40 1.0L on Daraz.,2231.0,"Market 1.0L: min Rs 1,660/L, median Rs 2,300/L, max Rs 2,300/L (15 listings). CRP target: 3% below median = Rs 2,231/L. Positions PSO as best-value-in-class, not cheapest.",1435.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 1.0L pack = 1.40x (40% premium vs 4L). Recommended: Rs 1,435/L. Ensures per-litre price ladder is legible to buyers.",1250.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 140/L + packaging Rs 60/L = Rs 620/L. Target pocket margin (premium): 38%. Pocket price floor: Rs 1,000/L. After fleet discount (-20%), minimum list price: Rs 1,250/L. Any price below this destroys margin at the fleet channel.",1073.0,"Economy baseline (10W-40) = Rs 909/L. PSO Blaze Xtreme spec: API SN+ / ACEA A3 (semi-synthetic, Group II/III blend). International OEM approval premium for this spec: +18%. Spec-justified price: Rs 1,073/L. Premium only realised if spec is communicated at point of sale.",2231.0,2231.0,2053.0,"National list price (F2 CRP) = Rs 2,231/L. North: -8% vs national (source: MCO North volume -27.3% YoY (PSO Lubes Data Final)). Suggest applying as quarterly promotional price, not permanent list change.",1708.0,"Grade 10W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 140/L. Total manufacturing cost: Rs 610/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,708/L. Pricing below this implies margin destruction or subsidised base oil.",1698.0,1698.0,HIGH,"Weighted synthesis (F2_CRP=Rs 2,231 | F3_PPA=Rs 1,435 | F5_SPEC=Rs 1,073 | F4_PW=Rs 1,250). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,698/L. Above F4 floor Rs 1,250/L — margin is protected.",1698.0,1494.0,1443.0,1358.0,"List price Rs 1,698/L. Workshop (-12%): Rs 1,494/L. Distributor (-15%): Rs 1,443/L. Fleet contract (-20%): Rs 1,358/L. Fleet price should never cross the F4 waterfall floor.",-26.2,VALUE POSITION
PSO DEO 3000,15W-40,4.0,HDEO,Mainstream,1088.0,1750.0,2262.0,14,,No Shell mainstream data found for 15W-40 4.0L on Daraz.,1698.0,"Market 4.0L: min Rs 1,088/L, median Rs 1,750/L, max Rs 2,262/L (14 listings). CRP target: 3% below median = Rs 1,698/L. Positions PSO as best-value-in-class, not cheapest.",1750.0,"4L market anchor = Rs 1,750/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,750/L. Ensures per-litre price ladder is legible to buyers.",1026.0,"Cost build-up: base oil (Group II) Rs 420/L + additive Rs 120/L + packaging Rs 35/L = Rs 575/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 821/L. After fleet discount (-20%), minimum list price: Rs 1,026/L. Any price below this destroys margin at the fleet channel.",1175.0,"Economy baseline (15W-40) = Rs 1,088/L. PSO DEO 3000 spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 1,175/L. Premium only realised if spec is communicated at point of sale.",1698.0,1783.0,1664.0,"National list price (F2 CRP) = Rs 1,698/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1652.0,"Grade 15W-40 requires Group II base oil. Import cost floor: Rs 420/L. Additive package: Rs 120/L. Total manufacturing cost: Rs 590/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,652/L. Pricing below this implies margin destruction or subsidised base oil.",1542.0,6168.0,HIGH,"Weighted synthesis (F2_CRP=Rs 1,698 | F3_PPA=Rs 1,750 | F5_SPEC=Rs 1,175 | F4_PW=Rs 1,026). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 1,542/L. Above F4 floor Rs 1,026/L — margin is protected.",1542.0,1357.0,1311.0,1234.0,"List price Rs 1,542/L. Workshop (-12%): Rs 1,357/L. Distributor (-15%): Rs 1,311/L. Fleet contract (-20%): Rs 1,234/L. Fleet price should never cross the F4 waterfall floor.",-11.9,VALUE POSITION
PSO DEO 3000,20W-50,4.0,HDEO,Mainstream,796.0,1025.0,2375.0,79,,No Shell mainstream data found for 20W-50 4.0L on Daraz.,994.0,"Market 4.0L: min Rs 796/L, median Rs 1,025/L, max Rs 2,375/L (79 listings). CRP target: 3% below median = Rs 994/L. Positions PSO as best-value-in-class, not cheapest.",1025.0,"4L market anchor = Rs 1,025/L. PPA multiplier for 4.0L pack = 1.00x (0% discount vs 4L). Recommended: Rs 1,025/L. Ensures per-litre price ladder is legible to buyers.",724.0,"Cost build-up: base oil (Group I) Rs 280/L + additive Rs 90/L + packaging Rs 35/L = Rs 405/L. Target pocket margin (mainstream): 30%. Pocket price floor: Rs 579/L. After fleet discount (-20%), minimum list price: Rs 724/L. Any price below this destroys margin at the fleet channel.",860.0,"Economy baseline (20W-50) = Rs 796/L. PSO DEO 3000 spec: API SN / ACEA A3 (mineral / part-synthetic, Group I/II). International OEM approval premium for this spec: +8%. Spec-justified price: Rs 860/L. Premium only realised if spec is communicated at point of sale.",994.0,1044.0,974.0,"National list price (F2 CRP) = Rs 994/L. Central: +5% vs national (source: DEO Central volume +18.6% YoY (PSO Lubes Data Final)) | North: -2% vs national (source: regional baseline). Suggest applying as quarterly promotional price, not permanent list change.",1176.0,"Grade 20W-50 requires Group I base oil. Import cost floor: Rs 280/L. Additive package: Rs 90/L. Total manufacturing cost: Rs 420/L. At 2.8x markup (industry standard for retail lubes): BOI floor = Rs 1,176/L. Pricing below this implies margin destruction or subsidised base oil.",945.0,3780.0,HIGH,"Weighted synthesis (F2_CRP=Rs 994 | F3_PPA=Rs 1,025 | F5_SPEC=Rs 860 | F4_PW=Rs 724). Weights: F1=30%, F2=30%, F3=20%, F5=10%, F4=10%. Raw weighted = Rs 945/L. Above F4 floor Rs 724/L — margin is protected.",945.0,832.0,803.0,756.0,List price Rs 945/L. Workshop (-12%): Rs 832/L. Distributor (-15%): Rs 803/L. Fleet contract (-20%): Rs 756/L. Fleet price should never cross the F4 waterfall floor.,-7.8,AT MARKET
